# 标题

"button.label.sample" : "sample"
"button.label.shift" : "shift"
"button.label.shot" : "shot"
"button.label.sidekick" : "sidekick"
"button.label.snipe" : "snipe"
"button.label.stir" : "stir"
"button.label.swap" : "swap"
"button.label.throw" : "throw"
"button.label.unequip" : "unequip"
"button.label.vital" : "vitals"

# Game

"game.prespawn.countdown" : "Time Remaining: %SECOND%"
"game.prespawn.waiting" : "Wait For Other Players..."
"game.prespawn.spawnIn" : "You Spawn In"

"game.meeting.someoneDisappeared" : "Someone disappeared too."

# Statistics

"statistics.events.startGame" : "Game Start"
"statistics.events.endGame" : "Game Set"
"statistics.events.kill" : "Kill"
"statistics.events.misfire" : "Misfire"
"statistics.events.exiled" : "Exiled"
"statistics.events.report" : "Report"
"statistics.events.baitReport" : "Bait Report"
"statistics.events.emergency" : "Emergency"
"statistics.events.endMeeting" : "Meeting End"
"statistics.events.disconnect" : "Disconnect"
"statistics.events.revive" : "Revive"
"statistics.events.eat" : "Eat"
"statistics.events.clean" : "Clean"
"statistics.events.missed" : "Missed"
"statistics.events.embroil" : "Embroil"
"statistics.events.trap" : "Entrap"
"statistics.events.guess" : "Guess"
"statistics.events.fakeSabotage" : "Fake Sabotage"

# States

"state.alive" : "Alive"
"state.dead" : "Dead"
"state.exiled" : "Exiled"
"state.misfired" : "Misfired"
"state.sniped" : "Sniped"
"state.beaten" : "Beaten"
"state.guessed" : "Guessed"
"state.misguessed" : "Misguessed"
"state.embroiled" : "Embroiled"
"state.suicide" : "Suicide"
"state.trapped" : "Trapped"
"state.revived" : "Revived"
"state.deranged" : "Deranged"

# Endings

"end.crewmate" : "Crewmates Win%EXTRA%"
"end.impostor" : "Impostors Win%EXTRA%"
"end.arsonist" : "Arsonist Wins%EXTRA%"
"end.jackal" : "Team Jackal Wins%EXTRA%"
"end.jester" : "Jester Wins%EXTRA%"
"end.vulture" : "Vulture Wins%EXTRA%"
"end.lover" : "Lovers Win%EXTRA%"
"end.paparazzo" : "Paparazzo Win%EXTRA%"
"end.nogame" : "No Game"

"end.extra.lover" : " <color=#FFFFFF>with</color> Lovers"

# Help

"help.tabs.myInfo" : "My Role"
"help.tabs.roles" : "Roles"
"help.tabs.modifiers" : "Modifiers"
"help.tabs.options" : "Options"
"help.tabs.slides" : "Slides"
"help.slides.share" : "Share"
"help.command" : "Commands"
"help.command.nogame" : "No Game"
"help.command.quickStart" : "Quick Start"
"help.command.cancelStarting" : "Cancel Starting"
"help.command.console" : "Console"
"help.command.saveResult" : "Save Result Image"

# Voice Chat

"voiceChat.dialog.confirm" : "Are you sure you want to join the voice chat?"
"voiceChat.info.mute" : "Muted"
"voiceChat.info.unmute" : "Unmuted"
"voiceChat.info.radio" : "Radio"
"voiceChat.info.impostorRadio" : "Impostor Radio"
"voiceChat.info.jackalRadio" : "Jackal Radio"
"voiceChat.info.loversRadio" : "Lovers Radio"
"voiceChat.info.roomHostRadio" : "Room Host Radio"

# Console

"console.notAvailable" : "Not Available"

# Inventory

"inventory.palette.catalogue" : "Catalogue"
"inventory.catalogue.innersloth" : "Vanilla Collection"
"inventory.color.vanilla0" : "Red"
"inventory.color.vanilla1" : "Blue"
"inventory.color.vanilla2" : "Green"
"inventory.color.vanilla3" : "Pink"
"inventory.color.vanilla4" : "Orange"
"inventory.color.vanilla5" : "Yellow"
"inventory.color.vanilla6" : "Black"
"inventory.color.vanilla7" : "White"
"inventory.color.vanilla8" : "Purple"
"inventory.color.vanilla9" : "Brown"
"inventory.color.vanilla10" : "Cyan"
"inventory.color.vanilla11" : "Lime"
"inventory.color.vanilla12" : "Maroon"
"inventory.color.vanilla13" : "Rose"
"inventory.color.vanilla14" : "Banana"
"inventory.color.vanilla15" : "Gray"
"inventory.color.vanilla16" : "Tan"
"inventory.color.vanilla17" : "Coral"
"inventory.color.visor" : "Default"

# Input

"input.kill" : "Kill (Additional)"
"input.ability" : "Ability"
"input.secondaryAbility" : "Secondary Ability"
"input.aidAction" : "Aid Action"
"input.command" : "Command"
"input.screenshot" : "Screenshot"
"input.mute" : "Mute"
"input.help" : "Help"
"input.recording" : "Recording..."

# Client Configurations

"config.client.keyBindings" : "Key Bindings"
"config.client.vcSettings" : "VC Settings"
"config.client.vcRejoin" : "Rejoin VC"
"config.client.outputHash" : "Output Hash"
"config.client.noiseReduction" : "Noise Reduction"
"config.client.processorAffinity" : "Processor Affinity"
"config.client.processorAffinity.dontCare" : "Off"
"config.client.processorAffinity.dualCoreHT" : "Dual Core (HT)"
"config.client.processorAffinity.dualCore" : "Dual Core"
"config.client.processorAffinity.singleCore" : "Single Core"

# Preset

"preset.preset" : "Preset"
"preset.saveAs" : "Save As..."
"preset.enterPresetName" : "Please enter a preset name."
"preset.save" : "Save"
"preset.reload" : "Reload"
"preset.saveSuccess" : "Saving is complete."
"preset.loadSuccess" : "Preset loaded successfully."
"preset.loadFailed" : "Failed to load preset."

# Sabotage

"sabotage.reactor" : "Reactor"
"sabotage.laboratory" : "Seismic"
"sabotage.lifeSupport" : "O2"
"sabotage.heliSabotage" : "Heli"
"sabotage.comms" : "Comms"
"sabotage.electrical" : "Light"

# Developer Studio

"devStudio.ui.common.edit" : "Edit"
"devStudio.ui.common.save" : "Save"
"devStudio.ui.common.preview" : "Preview"
"devStudio.ui.common.delete" : "Delete"
"devStudio.ui.common.clone" : "Clone"
"devStudio,ui.common.original" : "Original"
"devStudio.ui.common.generate" : "Generate"
"devStudio.ui.common.confirmSaving" : "Are you sure to save?"
"devStudio.ui.common.confirmDeletingAddon" : "Are you sure to delete add-on?"
"devStudio.ui.common.confirmDeleting" : "Are you sure to delete?"
"devStudio.ui.main.title" : "My Add-ons"
"devStudio.ui.addon.build" : "Export Addon"
"devStudio.ui.addon.document" : "Documents"
"devStudio.ui.addon.cosmetics" : "Cosmetics"
"devStudio.ui.addon.language" : "Language"
"devStudio.ui.document.isDuplicatedId" : "This document has been existed already."
"devStudio.ui.document.isUsingId" : "<b>Great!</b> It is used standardly!"
"devStudio.ui.document.element.contents" : "Contents Holder"
"devStudio.ui.document.element.aligned" : "Aligned Holder"
"devStudio.ui.document.element.localizedText" : "Localized Text"
"devStudio.ui.document.element.rawText" : "Raw Text"
"devStudio.ui.document.element.image" : "Image"
"devStudio.ui.document.element.vertical" : "Vertical Space"
"devStudio.ui.document.element.horizontal" : "Horizontal Space"
"devStudio.ui.document.element.documentRef" : "Document"
"devStudio.ui.document.editor.color" : "Color"
"devStudio.ui.document.editor.image" : "Image"
"devStudio.ui.document.editor.width" : "Width"
"devStudio.ui.document.editor.height" : "Height"
"devStudio.ui.document.editor.fontSize" : "Font Size"
"devStudio.ui.document.editor.isBold" : "Bold"
"devStudio.ui.document.editor.document" : "Document ID"
"devStudio.ui.hint.requiredText" : "#Required"
"devStudio.ui.hint.duplicatedId" : "#Already existed"
"devStudio.ui.cosmetics.hats" : "Hats"
"devStudio.ui.cosmetics.visors" : "Visors"
"devStudio.ui.cosmetics.nameplates" : "Nameplates"
"devStudio.ui.cosmetics.packages" : "Packages"
"devStudio.ui.cosmetics.contents.main" : "Main"
"devStudio.ui.cosmetics.contents.back" : "Back"
"devStudio.ui.cosmetics.contents.flipped" : "Flipped"
"devStudio.ui.cosmetics.contents.backFlipped" : "Back Flipped"
"devStudio.ui.cosmetics.contents.climbUp" : "Climb Up"
"devStudio.ui.cosmetics.contents.climbUpBack" : "Climb Up Back"
"devStudio.ui.cosmetics.contents.climbDown" : "Climb Down"
"devStudio.ui.cosmetics.contents.climbDownBack" : "Climb Down Back"
"devStudio.ui.cosmetics.contents.image" : "Image"
"devStudio.ui.cosmetics.anim.idle" : "Idle"
"devStudio.ui.cosmetics.anim.run" : "Run"
"devStudio.ui.cosmetics.anim.climbUp" : "Climb Up"
"devStudio.ui.cosmetics.anim.climbDown" : "Climb Down"
"devStudio.ui.cosmetics.anim.enterVent" : "Enter Vent"
"devStudio.ui.cosmetics.anim.exitVent" : "Exit Vent"
"devStudio.ui.cosmetics.anim.jump" : "Jump"
"devStudio.ui.cosmetics.attributes.id" : "ID"
"devStudio.ui.cosmetics.attributes.format" : "Format"
"devStudio.ui.cosmetics.attributes.image" : "Image"
"devStudio.ui.cosmetics.attributes.name" : "Name"
"devStudio.ui.cosmetics.attributes.author" : "Author"
"devStudio.ui.cosmetics.attributes.package" : "Package"
"devStudio.ui.cosmetics.attributes.idle" : "Idle"
"devStudio.ui.cosmetics.attributes.move" : "Move"
"devStudio.ui.cosmetics.attributes.climb" : "Climb"
"devStudio.ui.cosmetics.attributes.enterVent" : "Enter Vent"
"devStudio.ui.cosmetics.attributes.exitVent" : "Exit Vent"
"devStudio.ui.cosmetics.attributes.preview" : "Preview"
"devStudio.ui.cosmetics.attributes.adaptive" : "Adaptive"
"devStudio.ui.cosmetics.attributes.bounce" : "Bounce"
"devStudio.ui.cosmetics.attributes.hideHands" : "Hide Hands"
"devStudio.ui.cosmetics.attributes.isSkinny" : "Is Skinny"
"devStudio.ui.cosmetics.attributes.behindHat" : "Behind Hat"
"devStudio.ui.cosmetics.hint.needToSetTitle" : "Enter the costume's name!"
"devStudio.ui.cosmetics.failedToCopy" : "Failed to copy the file."
